member_index	sample_class	training_target	process_family	process_or_mode	dataset_split	generated_events	candidate_rows	candidate_path	candidate_sha256	resolution_method	registry_join_method	analysis_sample	source_root_index	evidence_primary_path	evidence_primary_sha256	evidence_secondary_path	remote_bundle_path	remote_bundle_uri	bundle_sha256_expected	bundle_adler32_expected	bundle_exists	bundle_size_bytes	bundle_stat_status	root_container_member	root_archive_member	root_basename	archive_depth	layout_rule	source_locator	ambiguity_count	resolution_status
452	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	34	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0390_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard018_10k_hh4b_candidates_v2.parquet	2798b6bbf585f70ed3190b23ffee5961592c83992e8d4fb6cadf9b9084c97914	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0390_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard018_10k_hh4b_candidates_v2.parquet	2798b6bbf585f70ed3190b23ffee5961592c83992e8d4fb6cadf9b9084c97914	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0390_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard018_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard018_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard018_10k_bundle.tar.gz	28139d0fc29f2fefba42970f22a66f9358f56996a9b78bdde7e0dd9fb4d602e3		True	901690382	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard018_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard018_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard018_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard018_10k_delphes.root	0	resolved
453	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	39	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0391_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard002_10k_hh4b_candidates_v2.parquet	d9dd3f042e0daab64afc46195fabb50f134db4751b07afa0feb2f8908e65f2d2	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0391_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard002_10k_hh4b_candidates_v2.parquet	d9dd3f042e0daab64afc46195fabb50f134db4751b07afa0feb2f8908e65f2d2	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0391_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard002_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	be860d4dba33bfe4168353e168abad914175185cfe9e2272674d655fb732181d		True	897662700	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard002_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard002_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard002_10k_delphes.root	0	resolved
454	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	42	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0392_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_hh4b_candidates_v2.parquet	af6020d2592ff662d8dbc95344412de424855532c97b07ad9a8764829a2140d6	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0392_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_hh4b_candidates_v2.parquet	af6020d2592ff662d8dbc95344412de424855532c97b07ad9a8764829a2140d6	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0392_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_bundle.tar.gz	1c17c68665cc0d9d9571a5207b6f9f739fe0bd1aa8a9adafa33cf74930f2c4dd		True	897567115	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_delphes.root	0	resolved
455	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	47	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0393_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard021_10k_hh4b_candidates_v2.parquet	5cd448674df809c83ca5dd3c1100fbac59fdb35b33aeb11e8dee9c859edc92d4	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0393_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard021_10k_hh4b_candidates_v2.parquet	5cd448674df809c83ca5dd3c1100fbac59fdb35b33aeb11e8dee9c859edc92d4	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0393_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard021_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard021_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard021_10k_bundle.tar.gz	1f290ba8c0d5222076ccd89d28684b43e6eb47938a46400235c5bd5710bdcc08		True	901604359	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard021_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard021_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard021_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard021_10k_delphes.root	0	resolved
456	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	33	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0394_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard022_10k_hh4b_candidates_v2.parquet	848b606693ac7338e7bfb6cbdb57c195c03a205b33b39d75d1a6c9f5c3cebb00	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0394_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard022_10k_hh4b_candidates_v2.parquet	848b606693ac7338e7bfb6cbdb57c195c03a205b33b39d75d1a6c9f5c3cebb00	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0394_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard022_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard022_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard022_10k_bundle.tar.gz	6636e9b3ce8b113332d71d1e9316b8b80bafbf00257889746de9583d004ea7ed		True	898830735	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard022_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard022_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard022_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard022_10k_delphes.root	0	resolved
457	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	18	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0395_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_hh4b_candidates_v2.parquet	5744839fe38eecc6af3902efa4fdaf50f9d9e1f1fd83f48b13686c30376a8fa0	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0395_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_hh4b_candidates_v2.parquet	5744839fe38eecc6af3902efa4fdaf50f9d9e1f1fd83f48b13686c30376a8fa0	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0395_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_bundle.tar.gz	a0b467211bde587914eadd0491c11c7ffbeb77594ec2e9de4788b164ac98ec84		True	900693597	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_delphes.root	0	resolved
458	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	31	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0396_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard025_10k_hh4b_candidates_v2.parquet	516010589f5bc1dc6d6e4a1e0cf34da3f3e6a3bf8f890244efa6b01678973be6	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0396_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard025_10k_hh4b_candidates_v2.parquet	516010589f5bc1dc6d6e4a1e0cf34da3f3e6a3bf8f890244efa6b01678973be6	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0396_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard025_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard025_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard025_10k_bundle.tar.gz	ed1bcbc85bea2af3d68bd4cf1e8c20ca3fe27e4cc0f7b5ad46d42ef96f31a20a		True	904416239	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard025_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard025_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard025_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard025_10k_delphes.root	0	resolved
459	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	33	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0397_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_hh4b_candidates_v2.parquet	a955e813e630a16930103b8a330c1a675af3c6535ed4abd1c647497bf567e048	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0397_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_hh4b_candidates_v2.parquet	a955e813e630a16930103b8a330c1a675af3c6535ed4abd1c647497bf567e048	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0397_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_bundle.tar.gz	21c6da6410d2a9d282fad58b157b310b9170bf96960073bc534fbd90bc325181		True	901414825	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_delphes.root	0	resolved
460	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	33	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0398_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard027_10k_hh4b_candidates_v2.parquet	48fa0a26df16a57c4a5a635323142f0ffbfd16f5f841fb2ecd5b89f80374e297	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0398_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard027_10k_hh4b_candidates_v2.parquet	48fa0a26df16a57c4a5a635323142f0ffbfd16f5f841fb2ecd5b89f80374e297	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0398_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard027_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard027_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard027_10k_bundle.tar.gz	adbd0d2205be19b42ad76e21fc1d6774f66daf67f529b59e3110e3e4bcc76236		True	896765794	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard027_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard027_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard027_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard027_10k_delphes.root	0	resolved
461	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	34	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0399_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard028_10k_hh4b_candidates_v2.parquet	b6071ee4497028bce139a699ade50081953772323f1367522c41d5ec52140a93	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0399_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard028_10k_hh4b_candidates_v2.parquet	b6071ee4497028bce139a699ade50081953772323f1367522c41d5ec52140a93	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0399_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard028_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard028_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard028_10k_bundle.tar.gz	9d027013fd4b4ed1078774ee02d15cea5d0161d59409c5964364fdc010922284		True	899849215	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard028_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard028_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard028_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard028_10k_delphes.root	0	resolved
462	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	34	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0400_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard003_10k_hh4b_candidates_v2.parquet	15363c0719d30d43e0421cc0dcc3a8656fd0d0a00316db93b3ab0872ca5dbdcc	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0400_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard003_10k_hh4b_candidates_v2.parquet	15363c0719d30d43e0421cc0dcc3a8656fd0d0a00316db93b3ab0872ca5dbdcc	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0400_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard003_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	4b04ddd2db4077cb685e4ba153174dcd8da03a77fd66ae452c174a69be0e7e2e		True	900734374	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard003_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard003_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard003_10k_delphes.root	0	resolved
463	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	24	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0401_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard030_10k_hh4b_candidates_v2.parquet	e72262c1054d67ecd0f1ed255eeaa478a73864af040be7af7b62bac2940991d0	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0401_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard030_10k_hh4b_candidates_v2.parquet	e72262c1054d67ecd0f1ed255eeaa478a73864af040be7af7b62bac2940991d0	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0401_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard030_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard030_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard030_10k_bundle.tar.gz	cd738dc1eb19150aa6ca5ca8738cea231aa8de814c330b866d19f4e9d8c56eb3		True	902738836	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard030_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard030_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard030_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard030_10k_delphes.root	0	resolved
464	background	0	ttbar_inclusive	ttbar_inclusive	train	10000	35	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0402_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_hh4b_candidates_v2.parquet	4f455d686251b4337724523373b545c43c267b770fe75f5f93b5eb4df1b36540	background_receipt_standard_bundle_layout	exact_candidate_path			/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ttbar_inclusive/0402_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_hh4b_candidates_v2.parquet	4f455d686251b4337724523373b545c43c267b770fe75f5f93b5eb4df1b36540	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0402_ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_materialization_receipt.json	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_bundle.tar.gz	0c7046c8b9a4d5bd6947ea88a5f2a40806c77366ae79328a532a4c860ba90199		True	904108158	pass		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_delphes.root	1	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_bundle.tar.gz::root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_delphes.root	0	resolved
