production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	generator_weight_transport_class	optimized_fold_k5	auxiliary_qcd	production_action	generated_events	accounting_rows	broad_eligible_rows	resolved_rows	non_broad_rows	assignment_matchable_rows	historical_parity_rows	historical_maximum_absolute_difference	accounting_sha256	resolved_sha256	receipt_sha256	byte_identical_internal_rerun	physical_weight_application_authorized	validation_payloads_opened	test_payloads_opened	models_trained	status
223	6395728056957aad3d82db98::background::279::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_bundle.tar.gz	6395728056957aad3d82db98	background	tchannel_antitop	primary_physical_background	uniform_member_constant	3	False	stage_and_submit	10000	10000	2433	2433	7567	0	8	0.0	c868bb01e36b9bb7cf9ffad79c0fb141099923c04d0e740f98f176fbdc5187c7	395a6a7c4ba5f6db1938d10c17b58f4eadace43b7e4737b35f16f96d0aab24c4	8821bd898a0750314ce51222fe195b3eef42c10308a86c68c375fcdb3e5bc2b8	True	False	0	0	0	pass
224	918b60151d7c097d565fa0e3::background::282::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4310_10kevt_bundle.tar.gz	918b60151d7c097d565fa0e3	background	tchannel_antitop	primary_physical_background	uniform_member_constant	0	False	stage_and_submit	10000	10000	2398	2398	7602	0	2	0.0	7a535e770654e8ebf6e3e9af1358887b3ce55687f7a20c41b7949cc94d25f7aa	ec89ccfcd93ceb54ed315b184ff2cc3d36518c4759ce08b8cffe26ab2c4df41e	e57f3dd7a93f10ca745b0ed5f5d91ae40c9727d2fba5285fadf9d66a5afa0f37	True	False	0	0	0	pass
225	ce7af60881c755acd494dc80::background::283::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4311_10kevt_bundle.tar.gz	ce7af60881c755acd494dc80	background	tchannel_antitop	primary_physical_background	uniform_member_constant	4	False	stage_and_submit	10000	10000	2404	2404	7596	0	4	0.0	322935121ad4784ee909d97d23ff0d2e552298bd7cc384327078e3dc7f89f989	35c55ac6fee71f5a224006d0adbc054ffc022f4fa261aa2fbc5fc2854f802b67	4ad196dee1275c2618a0ac161759ece5f8624e1ba7b7ca14fd4b718ca4006958	True	False	0	0	0	pass
226	0b98dd231d51507a67024a7c::background::292::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4305_10kevt_bundle.tar.gz	0b98dd231d51507a67024a7c	background	tchannel_top	primary_physical_background	uniform_member_constant	4	False	stage_and_submit	10000	10000	2216	2216	7784	0	0	0.0	579660a16e71154326ffa27ade7d80c4ab7c9ed6e97e09353f19082e8c8d6921	d4a61549c93894538ac455b593e100a7d2c41854648d2d12ca467911d31fe206	3ab0939ffa4bd1d9174665e8c4e54bb7b4f8b7ae7f064f00d876a2984ebcd0be	True	False	0	0	0	pass
227	138439eb0637fdaf2eb69810::background::291::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4304_10kevt_bundle.tar.gz	138439eb0637fdaf2eb69810	background	tchannel_top	primary_physical_background	uniform_member_constant	2	False	stage_and_submit	10000	10000	2220	2220	7780	0	0	0.0	a13880e986432aca588bb319389e6f16e6400701d3d5afb0dc6db087a4e85316	e8c5ae359e0b2f365359d65aa9b1754fccaceae3835f9e47e4e7e75a306a2a41	10df421c4dc6ffc3e58343a407fa7c951ad78b11d830b7b3d0662c00a51f9fc6	True	False	0	0	0	pass
228	365f7cea18504cdf9e08046b::background::287::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_bundle.tar.gz	365f7cea18504cdf9e08046b	background	tchannel_top	primary_physical_background	uniform_member_constant	1	False	stage_and_submit	10000	10000	2270	2270	7730	0	7	0.0	51846745ab3b780d733ee6d95a1bc99612c943efbe6e6af03897b28c2c3da474	9c8d7cd242232fa2d00cfa58608d871977767aeb45b2ab85d8750764cd500c11	fdb4c52ad7321657964c38508e0e43a4136ea72408d1f4595f676ab804c4c370	True	False	0	0	0	pass
229	4b2f86c81c15a2383ae45bc1::background::290::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4303_10kevt_bundle.tar.gz	4b2f86c81c15a2383ae45bc1	background	tchannel_top	primary_physical_background	uniform_member_constant	0	False	stage_and_submit	10000	10000	2251	2251	7749	0	1	0.0	f4621a4ffb3d75959c9b5d97b80266b35d8c7d45af884265ff677b070b2ac299	45f5decbc3d2483c8e515b46955111e252a6ab8fbd811a9d19206706c30d7ed3	2ed805b8650765a7700909e9ca0726d18cf7761aafd6f6fb4d4bf2c5be5d9f56	True	False	0	0	0	pass
230	90675ad3957f3fba70612683::background::288::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_bundle.tar.gz	90675ad3957f3fba70612683	background	tchannel_top	primary_physical_background	uniform_member_constant	3	False	stage_and_submit	10000	10000	2312	2312	7688	0	7	0.0	08e81bba62db3f82f07278634849bf5f2a6920f3007d9afdbd1b0b7f2ecf3754	b3c8273862de42472287a6c26de5622dd97a1bb5971be9a7d371abe8fe33c69b	171e3a23f9a17f48dc3834146fbecc628716a1775b370a7b1862eb6abfdefcdc	True	False	0	0	0	pass
231	c1be834df5c1d7a6877bb985::background::289::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4302_10kevt_bundle.tar.gz	c1be834df5c1d7a6877bb985	background	tchannel_top	primary_physical_background	uniform_member_constant	2	False	stage_and_submit	10000	10000	2161	2161	7839	0	4	0.0	ff096a6a341930e6b3db9e2206ffa95aae1508e716013cfc2cf733287a61a1f9	07e1ee4332576040a585154a0aa66d879b70da69d5a3f8eaded7164fa351ce48	e47cd8ebd9331b500041e8395d51475a325b74f94427704953a1575ca57f3b54	True	False	0	0	0	pass
232	021503002b36947a16899190::background::384::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard011_10k_bundle.tar.gz	021503002b36947a16899190	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	2	False	stage_and_submit	10000	10000	6427	6427	3573	0	34	0.0	0f8a99627e7a1d4c96e9054d84569c98ba4b35d57abb5c2a36c73831b44fd02c	9532396a65ac7b763acd88ab053304d3c68d5af061dd313b651d4a51dbfbe766	40672878b225a705c6be49b171bdff2932fddadfdcf87f4a5bacc754ca4255fa	True	False	0	0	0	pass
233	072351ae165eaf96578cd69e::background::415::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard047_10k_bundle.tar.gz	072351ae165eaf96578cd69e	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	1	False	stage_and_submit	10000	10000	6351	6351	3649	0	28	0.0	0d64739d48b731092122c17f22b2b3f75f56326645dc00cc22b905ea6f3aba0d	ac8328157c65148dd95c4701030f4c96e7563512e1abe8f0722fec3f48fcec70	5d35079aa7be03f331d3ed3947c0bea8bad4e393fbd285368330d6faf6d05029	True	False	0	0	0	pass
234	092aec821c27ac84c1358221::background::412::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard043_10k_bundle.tar.gz	092aec821c27ac84c1358221	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	2	False	stage_and_submit	10000	10000	6366	6366	3634	0	37	0.0	0d659d2bb7fe418a27c5322c5dfa3d5921b8ed399bf0299d4ebeeba2d660eeb9	01c55496cf406847ec132e678613d8e2cb00a3a80d6e67b0da8971375ccc5cb0	9982d0de9878cec634c007d84a7a06d7bff696cb3d903d342f191df0824ed758	True	False	0	0	0	pass
235	0d654a7ec7bd5d190951df7f::background::386::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	0d654a7ec7bd5d190951df7f	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	1	False	stage_and_submit	10000	10000	6363	6363	3637	0	35	0.0	ca7c8224929d7075a6a660dec9acf1b9d93f25bcc513e452c23c2861bd5a1ab3	42ac72a35bd0b1165ef214b2fb8b49a041b39549ac2a371469b18f4a54bfbd2d	de97d906926d8a5d71c02c1916ab26a65ce5754324e49026521e5b1a474b7bbc	True	False	0	0	0	pass
236	0e224e13ad1a0a08aa106ab5::background::433::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard067_10k_bundle.tar.gz	0e224e13ad1a0a08aa106ab5	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	4	False	stage_and_submit	10000	10000	6426	6426	3574	0	38	0.0	4a39e7d4c7851cee951a89f720cae267d36ddd1da949f6cb05da67b8cacd197f	42471cf133891bd997c62540e68085dcf9324cdfcb20600b01e3bae7beeded47	7e6e4f960b9065c71b6a37bafc28e1746556633e760991f107a6ad3eba150b6b	True	False	0	0	0	pass
237	1292acdf3e3add4887eb1585::background::342::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard016_event_summary.parquet	1292acdf3e3add4887eb1585	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	3	False	stage_and_submit	10000	10000	6653	6653	3347	0	29	0.0	10a9e22f9d533a67b36ae20475188f5f4f89838a900be2eb953f2aff13d9194b	8567e1d2dca7f91e82183a5b254c822a4662ef0b1d802cd1d3690acf329c51cd	9d54e8151ce19235977a78fa017c7e4b5e39298ef7ea2ad8cc94c70421ebb560	True	False	0	0	0	pass
238	13a972650c4fdff3714faf1b::background::336::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard007_event_summary.parquet	13a972650c4fdff3714faf1b	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	4	False	stage_and_submit	10000	10000	6660	6660	3340	0	38	0.0	1fd159de6925435d7810f07d66a32e347bc361384500a52df652761e38ea4f97	f71a29a733361948cedfff80881cbfb588da50210a3e9b6476bddeaff7a7cf02	afa902251ff568c3c641ac145fa52d5e02670be242ef2522d9cd2e9dc593b788	True	False	0	0	0	pass
239	1494147487a3188bf4ba5dba::background::409::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard040_10k_bundle.tar.gz	1494147487a3188bf4ba5dba	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	1	False	stage_and_submit	10000	10000	6391	6391	3609	0	32	0.0	f5e9f644dbfd0827ba7503da07cce3ad4456fa9942db7ee38d702ae4eb9c9a5c	706aa2bfc71d860c67d3dc42d1bbc307209851e89381348d8a05b0298e06f4e8	4f48ab46bc3a97594f141e0c53f40b984c6315492ae2a3f4cd5d63739aa3ce59	True	False	0	0	0	pass
240	164e9f11d3245ab7af5ed234::background::426::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	164e9f11d3245ab7af5ed234	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	0	False	stage_and_submit	10000	10000	6364	6364	3636	0	28	0.0	f29543977cfbe3c8dfb9d892b9fa0fbe10d1920b569736672c662aee0613d0ca	d7a62ca16e58fa8ac3c2e5d26b5da3a7416b1ff714d14a9375fe9ba2b7715a19	9de310d291ecb5c843e6b1fe620c69480c954f4151633d0bb54199f4b98baa22	True	False	0	0	0	pass
241	192ecc11f84c1d13de0cd9a3::background::340::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard013_event_summary.parquet	192ecc11f84c1d13de0cd9a3	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	3	False	stage_and_submit	10000	10000	6577	6577	3423	0	34	0.0	c65980704d133886d555a041b7a9c97e37ff22184f39f2929c70275d5bd98a89	a64ad05db684e0fbb9df5a1ec2f49c4b9be33821920a7566d6b6639bdc81a584	bc1d16b8326ad3349703c1dae53637125b2db26a992954641fd7cdaa11375523	True	False	0	0	0	pass
242	1cb737905aa62b58320e53d0::background::419::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard051_10k_bundle.tar.gz	1cb737905aa62b58320e53d0	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	0	False	stage_and_submit	10000	10000	6437	6437	3563	0	23	0.0	3a2d8cb601d353a10c9f4987a28f088e5d2922f8bc505738577a55eaa633346f	f5f5ba0456fe844ddd6232ce735ed41337858531d2265ea91172d8740496b569	4781e23cdf28b9f9d49a637002dad1651aa898d1d22829fc6fe9f63c34fd691c	True	False	0	0	0	pass
243	212b1c57441055b7a9c9fbb1::background::432::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard066_10k_bundle.tar.gz	212b1c57441055b7a9c9fbb1	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	1	False	stage_and_submit	10000	10000	6319	6319	3681	0	31	0.0	ce64a35afcb9f453f9c52d216fa59de7f807bb40d8d5591b1dd2373b796c9480	7682094d51b233d64cb010e95aa5d57c69f4ee8e6d56c93e41687e89a0853a84	15d9858e14860de201e24c862e144c21ed12c0a80edba739ae22ed7eea70e895	True	False	0	0	0	pass
244	287cc934fda61bca10c7e177::background::391::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	287cc934fda61bca10c7e177	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	4	False	stage_and_submit	10000	10000	6462	6462	3538	0	39	0.0	ebb06a4cc10e89268c7a39c2b82ce3a9abc6a7c1ecbfe0e989376b4a26e0a9ef	28c9bd7225b6bb7a9d705af625718966a881d196468026981566ee3a31d275dc	c3458bc1dba12c8c2ab58a664abe134217adda4d7c9d966112a054c718a735d6	True	False	0	0	0	pass
245	2a7c0387348764d1e344a8f7::background::421::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard053_10k_bundle.tar.gz	2a7c0387348764d1e344a8f7	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	2	False	stage_and_submit	10000	10000	6393	6393	3607	0	27	0.0	a47447e89e87b0afaaf483e9846b40ca3f7bfe5c1e3b1a94d460f0b764253b05	71e079f8423102f80a2eb8183514a908f3fcea676d1316febed1fb42dc8f153b	1ac0624d42fbaadcadb23bbe362e59f42c69f5e340ada29efbf4ef22f091fd89	True	False	0	0	0	pass
246	2a8f67ec124cd0c098bf7bbd::background::381::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	2a8f67ec124cd0c098bf7bbd	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	1	False	stage_and_submit	10000	10000	6422	6422	3578	0	36	0.0	9711989f99eb38099aa74f3c97f25a5be5362aa046ca43ad2d47bd5dd695cb04	0bb17ede96d58628d183081a05e2915efc787437eca92293531010ce6bb0cba3	618edf7a14e55756d353cda43c17bbbe363de97198e57de59664b36f39438426	True	False	0	0	0	pass
247	2f19c1e9254ddc78b50c33ca::background::428::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard061_10k_bundle.tar.gz	2f19c1e9254ddc78b50c33ca	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	2	False	stage_and_submit	10000	10000	6411	6411	3589	0	29	0.0	db792c934050aa0aa2428665ca49007dfccd90e22cdd97c9cc956528e8520392	94f0900de04b5b9a3dac67c0a45a19de5cc4ae3619a0d3bbc36209f871727641	900c6bf60ec6d5f83ba2ff823b9b41552fac6ebb551c19a0992484dc5bc15eb7	True	False	0	0	0	pass
248	339aeb4c863d7330b2b10c24::background::423::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard056_10k_bundle.tar.gz	339aeb4c863d7330b2b10c24	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	2	False	stage_and_submit	10000	10000	6516	6516	3484	0	30	0.0	5b3b1cb10b5c8edf51961dec4e516a81fe963163d582e735320f8417a936783c	596dac2d5d09e335827dd7e80a2560df8c7af3fb6867d90b5666134453a47c55	57ec6548c13411ea2f7f8e94fac3e9a4d84f73661fc759711ed49b64ac6b241a	True	False	0	0	0	pass
249	352baccfa4ef988207d36507::background::439::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard073_10k_bundle.tar.gz	352baccfa4ef988207d36507	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	3	False	stage_and_submit	10000	10000	6456	6456	3544	0	38	0.0	926dbbc8cb0b815d00f570c06c72bf74e34b320118e28c59c31caf508ebb137d	07de3b3b91d718eadb8acd3d38d2d2d960f65dde166d7bb69c2b9b7531a62ee0	eeb6a777b304af0772a2b194332d6ba0663bc7bad9319db9f64ecaeea84db20a	True	False	0	0	0	pass
250	3c57654e77649c4d051b386e::background::344::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard018_event_summary.parquet	3c57654e77649c4d051b386e	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	3	False	stage_and_submit	10000	10000	6580	6580	3420	0	40	0.0	e123f6e18df6a2567bab1c19119c80832e15ab50c82415cc199df6dc6e885616	d4463b502cde197080eb81ef9b00c3c7ee45b352a531807152bde976eb5b0ee4	cfebb0d0e2d911a745c1fbd12fac1adf25c68bd4e7adbbe09a1462af9950b0ab	True	False	0	0	0	pass
251	4298e3a1d402c2443115f116::background::400::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	4298e3a1d402c2443115f116	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	1	False	stage_and_submit	10000	10000	6496	6496	3504	0	34	0.0	61346afbc17c4d74f62780a668bf116321bb3bdb0494abe8ee6b69acbc6c0b33	2b20cfe7e826a0cfb1304711c5c9da0d917d4c9a80876886506c108c8c2eb82e	ce52dc92fef32015a2984c3d2a93bd798b65350df48d9b168c8e814e080b8883	True	False	0	0	0	pass
252	44b0090fd1f705d63820afcc::background::404::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard033_10k_bundle.tar.gz	44b0090fd1f705d63820afcc	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	4	False	stage_and_submit	10000	10000	6442	6442	3558	0	36	0.0	7b71edeeb0b8234f060389148e5f096a75378c37323605b688f6176629d60a8f	6856f6f422baad113976a38cf90e08232c589374408db46c5d7dc70f5e08b6c7	edb6cba9d70f2413617a84f6966f97e7ad237bb5911a453e7ac3c640e384413e	True	False	0	0	0	pass
253	44c963c46040b117925f2752::background::418::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard050_10k_bundle.tar.gz	44c963c46040b117925f2752	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	4	False	stage_and_submit	10000	10000	6449	6449	3551	0	35	0.0	885623e2e6ba984b97369b565b35132ba2a7ab6781c15538157abb54f0764b8f	9e261e0b56724a9a3143567ab0ea43bcf32ee921c02348189b31576d41e85ab3	e99a251c1be7e48824455f920f0ea3de2736158a663cace9d3f4bf2933afd0cd	True	False	0	0	0	pass
254	45769e5a1a14b913092bc190::background::339::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard012_event_summary.parquet	45769e5a1a14b913092bc190	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	0	False	stage_and_submit	10000	10000	6635	6635	3365	0	32	0.0	c864461db3bc860f8f81103f2edb4cc13d8c313400599d73a468e94aabbcafc9	2c5436da1a394a21e6ec74ec00e64e484fe5aff5a316f83ac13e3274498296d3	6dfa70515e36c5a89e8c513f89e5cb4bd68e6561517f9a6ce96fd89d3187e621	True	False	0	0	0	pass
255	48a9ecd95acadd0e4921e4c7::background::395::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_bundle.tar.gz	48a9ecd95acadd0e4921e4c7	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	0	False	stage_and_submit	10000	10000	6381	6381	3619	0	18	0.0	6949ffa21235c79a4920e0fddf09fdc803cee416c6193ebf23f2ebb4cbbd952c	2ab1e4bbaf981ed97130fe1e80f6d9c3927a1c556a1336425e1e45ed7ea5822b	4e861c042ac8734e2e2887a13ede79a2f4f22b57f21975889576caa5d2d65189	True	False	0	0	0	pass
256	4e58a8f1c085735911c8ea56::background::392::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_bundle.tar.gz	4e58a8f1c085735911c8ea56	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	1	False	stage_and_submit	10000	10000	6419	6419	3581	0	42	0.0	ffe5d48d2435411cec024afe26b049ad2d88c2783b49f5b1eb3e3cfda2124bd5	1237aced57ab84e7a03497d30f601810febadc3542f5d5734d3e6daeb94d273d	13f2c2deb34a0128427a8877248d55d4cbb623013f922f23c9b52e6edada2e0c	True	False	0	0	0	pass
257	4f1e219173f9a046578e39a5::background::327::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard007_event_summary.parquet	4f1e219173f9a046578e39a5	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	1	False	stage_and_submit	10000	10000	6599	6599	3401	0	44	0.0	58b623015bac7f87b21ac5b6812929099463e37ca0e8c51d27af649721ef9bc0	3d59eccc7994ff0524c28ba1a268207f54bec79fb06f3ec1c40819434e2c52f9	9648c2b68fc9340b6b1650ba6bdbb730ad5d7f2d4e77f537858b6fe29e48f1bf	True	False	0	0	0	pass
258	51cf8078801992c04d6ce933::background::403::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard032_10k_bundle.tar.gz	51cf8078801992c04d6ce933	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	1	False	stage_and_submit	10000	10000	6357	6357	3643	0	28	0.0	ef15e24e413187e660d4fd6abcd3d0bf3654aae2f84e2eadc1cf7bfd505d0b20	e32223392eb4d75d2361421bc5d5e57a631d3a01abd3a86e9ee8d332e2ecbb7f	a7bb6602f04922f3f3797cdd88b4a8e4e0376393971a6601d19652046b042d0c	True	False	0	0	0	pass
259	56030d6bc179bd05eafe89e4::background::397::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_bundle.tar.gz	56030d6bc179bd05eafe89e4	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	0	False	stage_and_submit	10000	10000	6471	6471	3529	0	33	0.0	600a941d421f224f400d0129bd31007283a912b57d1ba8a61fe8a0dc9686b8b8	6e207475dcb37284e16907b5744d7fa8c6d3841d335844da3a8fe1d3b886d388	b839d342b49c2167039313e7c17c6ed9255c7f5f7c6b4d7b0a1c6ee694dabdb6	True	False	0	0	0	pass
260	5a235681023ea8bbb34fd880::background::427::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard060_10k_bundle.tar.gz	5a235681023ea8bbb34fd880	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	0	False	stage_and_submit	10000	10000	6469	6469	3531	0	23	0.0	18c13c2ef7172c9827bd3b1924babad245d31b09e376721a4959cbee9a31a832	d8f9d9855141b6ba7c63040e7e8bb67b804a69ae37a181a89b34fad1ad104636	892ae4a2b4faa9855cb06e135175db99e7f3a129a2cecbaf1c557aec01736dd3	True	False	0	0	0	pass
261	5bbd2742ab71e70d654ef04a::background::430::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard063_10k_bundle.tar.gz	5bbd2742ab71e70d654ef04a	background	ttbar_inclusive	primary_physical_background	uniform_member_constant	0	False	stage_and_submit	10000	10000	6480	6480	3520	0	27	0.0	ae21f1bab50fefc0fc9cfbdf27c079b32948fa3478f0b82f0c21a8d271c518de	7620d8af582511ce0ae0911dd17f6ecf9611e04e41c02672afae4305ceee7b81	77dfd46188a975e37ab9f308b0b092c916c3137b4113b17fed8cf8bafe57b842	True	False	0	0	0	pass
