campaign	local_shard	inner_shard	seed	immutable_split	generated_events	candidate_rows	analysis_sample	source_root	source_root_index	candidate_parquet	candidate_parquet_sha256	remote_bundle	training_authorized	validation_authorized	test_sealed	physics_yield_authorized	status
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	84	16084	86084	train	1000	59	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16084_1000_pythia8_delphes.root	94	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard084_train_v2_hh4b_candidates.parquet	92db6dac55da966b51cd55994fb7a755ce7b1e0673e5402d08b6a472ffb4873c	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard084_seed86084_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	85	16085	86085	train	1000	60	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16085_1000_pythia8_delphes.root	95	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard085_train_v2_hh4b_candidates.parquet	762127879e50df5c1c397ad2532237690be88c63bfaa10e9900ff33571189285	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard085_seed86085_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	86	16086	86086	validation	1000	76	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16086_1000_pythia8_delphes.root	96	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard086_validation_v2_hh4b_candidates.parquet	fc09bb998ff1eaf98cbede08322d88bc2cf0daa9336d5b69ab91fd47565760fe	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard086_seed86086_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	87	16087	86087	validation	1000	47	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16087_1000_pythia8_delphes.root	97	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard087_validation_v2_hh4b_candidates.parquet	3ed2195a68ab8847fd7993990723c0be516dbc4a9230ad46f6be57aa27487112	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard087_seed86087_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	88	16088	86088	validation	1000	46	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16088_1000_pythia8_delphes.root	98	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard088_validation_v2_hh4b_candidates.parquet	1eaa70f282cdf0e8116489a6cd6975bdd8a5c1aa809bd1f052f5bbb59839c642	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard088_seed86088_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	89	16089	86089	validation	1000	66	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16089_1000_pythia8_delphes.root	99	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard089_validation_v2_hh4b_candidates.parquet	10ad995e717fd6a10203a2434c105376121e347d358f67783277e5560d306700	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard089_seed86089_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	90	16090	86090	validation	1000	59	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16090_1000_pythia8_delphes.root	100	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard090_validation_v2_hh4b_candidates.parquet	44caf800bf8f120335563a15ac2d8bb5c556268eccea0f890c28925ccaf4e03a	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard090_seed86090_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	91	16091	86091	validation	1000	59	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16091_1000_pythia8_delphes.root	101	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard091_validation_v2_hh4b_candidates.parquet	174a3e95107408f3e43faa81edbf3038e8c2bdc4aa7a454fcb9b55c5b7dd6119	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard091_seed86091_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	92	16092	86092	validation	1000	61	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16092_1000_pythia8_delphes.root	102	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard092_validation_v2_hh4b_candidates.parquet	b3b5abe6b2f7cb869793beb5b9cbdf0696a95941daa126f90c23bcc509fd14b2	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard092_seed86092_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	93	16093	86093	validation	1000	61	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16093_1000_pythia8_delphes.root	103	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard093_validation_v2_hh4b_candidates.parquet	06af6445f8b145c9744897461ff21d241c6f0c77f35ab6285c51b7674d4799bc	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard093_seed86093_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	94	16094	86094	validation	1000	57	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16094_1000_pythia8_delphes.root	104	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard094_validation_v2_hh4b_candidates.parquet	3a0ee3ac07e767b5a421fb32e0f9153698940f3b471d8f559cd81fba1f730c28	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard094_seed86094_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	95	16095	86095	validation	1000	73	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16095_1000_pythia8_delphes.root	105	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard095_validation_v2_hh4b_candidates.parquet	47597a31e6ba89e123de750ada0593afe176d5c6ab2c25c420d271f2a3ae7697	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard095_seed86095_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	96	16096	86096	validation	1000	63	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16096_1000_pythia8_delphes.root	106	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard096_validation_v2_hh4b_candidates.parquet	8db2337d80161e799247c62cc37f47c459374c1db8dda1ee056f99c2485de674	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard096_seed86096_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	97	16097	86097	validation	1000	62	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16097_1000_pythia8_delphes.root	107	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard097_validation_v2_hh4b_candidates.parquet	2c6aed1e142a06b63340cfad5b9e84998efe21859f270f1613db087353dcf647	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard097_seed86097_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	98	16098	86098	validation	1000	57	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16098_1000_pythia8_delphes.root	108	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard098_validation_v2_hh4b_candidates.parquet	f7e81c6b53faa9aa7aa289e02c6fb1868c110c098a24f6b6ae35504528807bf7	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard098_seed86098_bundle.tar.gz	False	True	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	99	16099	86099	validation	1000	61	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16099_1000_pythia8_delphes.root	109	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard099_validation_v2_hh4b_candidates.parquet	04ca2b1d9248d2dc487e234cc6d91653bb526b6dafec5af4dbc7b4ee8658518a	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard099_seed86099_bundle.tar.gz	False	True	False	False	pass
