member_index	sample_class	process_or_mode	dataset_split	candidate_rows	resolution_method	layout_rule	bundle_campaign	schema_stratum_key	representative_member_index	schema_stratum_assigned	representative_audit_status
299	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
300	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
301	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
302	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
303	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
304	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
305	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
306	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
307	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
308	background	qcd_hardqcd	train	2	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
309	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
310	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
311	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
312	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
313	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
314	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
315	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
316	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
317	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
318	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
319	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
320	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
321	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
322	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
323	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
324	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
325	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
326	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
327	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
328	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
329	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
330	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
331	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
332	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
333	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
334	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
335	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
336	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
337	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
338	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
339	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
340	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
341	background	qcd_hardqcd	validation	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
342	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
343	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
344	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
345	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
346	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
347	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
348	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
349	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
350	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
351	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
352	background	qcd_hardqcd	validation	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
353	background	qcd_hardqcd	validation	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
354	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
355	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
356	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
357	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
358	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
359	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
360	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
361	background	qcd_hardqcd	validation	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
362	background	qcd_hardqcd	validation	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
363	background	qcd_hardqcd	validation	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
364	background	qcd_hardqcd	validation	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	278	True	pass
365	background	schannel_single_top	train	8	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_pilot50k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_pilot50k_20260722_v1"",""schannel_single_top""]"	365	True	pass
366	background	schannel_single_top	train	4	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""schannel_single_top""]"	366	True	pass
367	background	schannel_single_top	validation	9	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""schannel_single_top""]"	366	True	pass
368	background	tchannel_antitop	train	8	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_pilot50k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_pilot50k_20260722_v1"",""tchannel_antitop""]"	368	True	pass
369	background	tchannel_antitop	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_antitop""]"	369	True	pass
370	background	tchannel_antitop	train	4	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_antitop""]"	369	True	pass
371	background	tchannel_antitop	train	2	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_antitop""]"	369	True	pass
372	background	tchannel_antitop	train	4	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_antitop""]"	369	True	pass
373	background	tchannel_antitop	train	4	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_antitop""]"	369	True	pass
374	background	tchannel_antitop	validation	4	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_antitop""]"	369	True	pass
375	background	tchannel_antitop	validation	8	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_antitop""]"	369	True	pass
376	background	tchannel_top	train	7	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_pilot50k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_pilot50k_20260722_v1"",""tchannel_top""]"	376	True	pass
377	background	tchannel_top	train	7	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_top""]"	377	True	pass
378	background	tchannel_top	train	4	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_top""]"	377	True	pass
379	background	tchannel_top	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_top""]"	377	True	pass
380	background	tchannel_top	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_top""]"	377	True	pass
381	background	tchannel_top	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_top""]"	377	True	pass
