production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	generated_events	access_mode	source_locator	archive_locator	root_locator	root_archive_member	root_basename	layout_rule	source_checksum_kind	source_checksum	source_size_bytes	physical_evaluation_eligible	classification_training_eligible	assignment_training_eligible_at_source_level	population_kind	transport_id	generator_weight_transport_applicable	generator_weight_transport_class	generator_weight_provenance	constant_generator_weight	sidecar_or_fragment_path	sidecar_or_fragment_sha256	physical_weight_application_stage	production_status	broad_eligible_rows	assignment_matchable_rows	parquet_path	parquet_sha256	optimized_fold_k5	auxiliary_qcd
371	df76d35956e8eb5f25831712::background::457::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	df76d35956e8eb5f25831712	background	zbbbb	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz		root/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	26f02f41f04bca1bdd090393112f48f431c8893031fe3911d72d556055c0c2a7	850787671	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	6.91369104385376			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	2913	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0371_30c5600d36b88220.parquet	1be90d5b76c8a4ea3372de01ce684f6174236d6ac28964c047265fb127001aaa	3	False
372	e1b1210236020324e1141030::background::463::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	e1b1210236020324e1141030	background	zbbbb	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz		root/zbbbb_run2_frozen_v2_unified5m_wavea_shard008_10k_delphes.root	zbbbb_run2_frozen_v2_unified5m_wavea_shard008_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	212547f8c67af03f0ae0a0c6a697101f75dd26eeaacec9252f94b8e23a7a52a2	855832005	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	6.920855045318604			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	2902	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0372_c6e673184f85e9a4.parquet	0eff0c93099697afce082b62051b80f141379609c475b82e86d7ffa71d1f87cb	4	False
373	fd13a74c299c8e72a4b4775b::background::462::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	fd13a74c299c8e72a4b4775b	background	zbbbb	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz		root/zbbbb_run2_frozen_v2_unified5m_wavea_shard007_10k_delphes.root	zbbbb_run2_frozen_v2_unified5m_wavea_shard007_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	83ffa3ace0017fbc1c6706b683ee67306fd7dfb64aef2dea54ca66fe7e1c1be8	848843445	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	6.866797924041748			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	2835	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0373_32f1657ee197428b.parquet	780c2c9905b4a365d6d5aa543e7219245bf0b287427e2f84fd7ef11e4a8255c9	2	False
374	1596513597a80bad4bbc8fdc::background::319::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	1596513597a80bad4bbc8fdc	background	zzz_zbb	primary_physical_background	1500	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz		root/zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes.root	zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes.root	standard_bundle_root_target_tag	bundle_sha256	aa4fce800d71bd13a075841ddc4009f8e96d9fd148c67628b0a2d57cb1b50ff0	131197947	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	True	signed_exact_event_sidecar	Event/Event.Weight		/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0408_zzz_zbb_zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes_event_weights.parquet	c63075a9fd01da311394be8032e5c8781333baa38d040bc3d67b3d95a68e6bfd	evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	729	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0374_ead19061246a4af7.parquet	93eaefe80c4d8d4639e9daf799f807fe11f795039de22ce6027187e0e950024b	2	False
375	5b4a3b95ebeef7f13fa5fded::background::320::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9922_1500_bundle.tar.gz	5b4a3b95ebeef7f13fa5fded	background	zzz_zbb	primary_physical_background	1500	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9922_1500_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9922_1500_bundle.tar.gz		root/zzz_zbb_run2_frozen_v2_train_shard9922_1500_delphes.root	zzz_zbb_run2_frozen_v2_train_shard9922_1500_delphes.root	standard_bundle_root_target_tag	bundle_sha256	c6139d6d1efee53918d8a8dd93433c988c4170b58fe3b30b7fc2f450f723013d	131855699	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9922_1500_bundle.tar.gz	True	signed_exact_event_sidecar	Event/Event.Weight		/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0409_zzz_zbb_zzz_zbb_run2_frozen_v2_train_shard9922_1500_delphes_event_weights.parquet	eae95d70e0101a0503375d0ad79bee6d5d4dc65d10a3949d5c482dab0d042617	evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	721	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0375_4f520f641203f25b.parquet	d0f6aae823d97b74eeb7c6c7a072a6215a4fc78ef5d5f8e05fecbddac0f8386d	0	False
376	c660746595f512710f2aca2a::background::321::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9923_1500_bundle.tar.gz	c660746595f512710f2aca2a	background	zzz_zbb	primary_physical_background	1500	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9923_1500_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9923_1500_bundle.tar.gz		root/zzz_zbb_run2_frozen_v2_train_shard9923_1500_delphes.root	zzz_zbb_run2_frozen_v2_train_shard9923_1500_delphes.root	standard_bundle_root_target_tag	bundle_sha256	1c159778a5c7a33ec1f8bb4e6ca5485e3d499b8672eedb96b8e719db4df28336	130695454	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9923_1500_bundle.tar.gz	True	signed_exact_event_sidecar	Event/Event.Weight		/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0410_zzz_zbb_zzz_zbb_run2_frozen_v2_train_shard9923_1500_delphes_event_weights.parquet	5ead0b0685f065783cab88e1b6c1befa92a37b996163e5dcdac310c9bdbbdf34	evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	704	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0376_c61092c78cd776e6.parquet	315153329babaf4239a9f21f2dbc3b0d31116d7ebd19d9558832fcd5c167730b	1	False
377	0540a4c78a021d63f3a941b1::signal::45::ggf_shard_045	0540a4c78a021d63f3a941b1	signal	ggf_hh4b	primary_physical_signal	1000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard045_seed86045_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard045_seed86045_bundle.tar.gz		root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16045_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16045_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	bundle_adler32_size	072d88b0	187238967	True	True	True	ordinary	ggf_shard_045	True	uniform_member_constant	Event/Event.Weight	0.0009872199734672			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	600	202	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0377_0513d74b62257da4.parquet	8b0193abfa99dcdc6f5faac208d7cffb929acd8114b0e501dbca4f76acbc7e3e	4	False
378	08e796dd30daf7ad34498409::signal::39::ggf_shard_039	08e796dd30daf7ad34498409	signal	ggf_hh4b	primary_physical_signal	1000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard039_seed86039_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard039_seed86039_bundle.tar.gz		root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16039_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16039_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	bundle_adler32_size	cad25e7f	186227548	True	True	True	ordinary	ggf_shard_039	True	uniform_member_constant	Event/Event.Weight	0.0009865199681371			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	573	207	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0378_bdf0debd5bf5412c.parquet	9fb65a0779e1175a744a0acaeec7de92b1f9ace82c740db8b199551294122090	3	False
379	114469bce4fe3c257d74fa94::signal::29::ggf_shard_029	114469bce4fe3c257d74fa94	signal	ggf_hh4b	primary_physical_signal	1000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard029_seed86029_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard029_seed86029_bundle.tar.gz		root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16029_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16029_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	bundle_adler32_size	3e987832	182805473	True	True	True	ordinary	ggf_shard_029	True	uniform_member_constant	Event/Event.Weight	0.0010006000520661			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	527	176	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0379_6395cacb91543915.parquet	eabc9e398666baf0d68cb9140d0b538fc80480b1922c3c216f0b71068c449f29	2	False
380	12882cd094457c9fdf8aa1dd::signal::26::ggf_shard_026	12882cd094457c9fdf8aa1dd	signal	ggf_hh4b	primary_physical_signal	1000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard026_seed86026_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard026_seed86026_bundle.tar.gz		root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16026_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16026_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	bundle_adler32_size	46351e78	185209647	True	True	True	ordinary	ggf_shard_026	True	uniform_member_constant	Event/Event.Weight	0.0009945000056177			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	583	218	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0380_c68519acf44a680b.parquet	c7d32b12c5be948c5aee3a9ebda7021aa6c5f0533b83ed67d95b372fb687f78b	4	False
381	133e6191360b663edb01d781::signal::30::ggf_shard_030	133e6191360b663edb01d781	signal	ggf_hh4b	primary_physical_signal	1000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard030_seed86030_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard030_seed86030_bundle.tar.gz		root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16030_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16030_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	bundle_adler32_size	11c19c29	186948243	True	True	True	ordinary	ggf_shard_030	True	uniform_member_constant	Event/Event.Weight	0.0009943000040948			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	581	212	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0381_2c1c9c3b70350a94.parquet	7f1827a05b96eb00097aaa3f18e1a4f76e29de53e74ff751e8b96654d2f4534d	0	False
382	13ebfabb3793ae31a54909e6::signal::69::ggf_shard_069	13ebfabb3793ae31a54909e6	signal	ggf_hh4b	primary_physical_signal	1000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard069_seed86069_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard069_seed86069_bundle.tar.gz		root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16069_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16069_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	bundle_adler32_size	19b16a18	190180180	True	True	True	ordinary	ggf_shard_069	True	uniform_member_constant	Event/Event.Weight	0.0009922899771481			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	596	208	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0382_06d099ea35793c35.parquet	cc2957780ad3d9c4ef719914e574e1eacf943933fbdd8fc921460ec16a81cfa4	4	False
383	15ec1a7e4eeccaab4688806a::signal::36::ggf_shard_036	15ec1a7e4eeccaab4688806a	signal	ggf_hh4b	primary_physical_signal	1000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard036_seed86036_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard036_seed86036_bundle.tar.gz		root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16036_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16036_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	bundle_adler32_size	08510276	186546459	True	True	True	ordinary	ggf_shard_036	True	uniform_member_constant	Event/Event.Weight	0.0009955300483852			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	601	192	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0383_20f9dfc78400ddd7.parquet	d1f6577ff7d658d1899c66ae533575ca95534339bf7eafa404439122c459900c	2	False
384	1e39e950ee4ddd73c328778c::signal::64::ggf_shard_064	1e39e950ee4ddd73c328778c	signal	ggf_hh4b	primary_physical_signal	1000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard064_seed86064_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard064_seed86064_bundle.tar.gz		root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16064_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16064_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	bundle_adler32_size	d70d80f8	189054136	True	True	True	ordinary	ggf_shard_064	True	uniform_member_constant	Event/Event.Weight	0.000992799992673			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	567	199	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0384_dff4269002216f94.parquet	4fb1f9f7b9a8d36fb4cb120bfa0808d2299fad7b14c7d03309a52fc3904ac2c6	3	False
385	1e8ebac8c0f54ad25e332f16::signal::23::ggf_shard_023	1e8ebac8c0f54ad25e332f16	signal	ggf_hh4b	primary_physical_signal	1000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard023_seed86023_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard023_seed86023_bundle.tar.gz		root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16023_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16023_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	bundle_adler32_size	0546ef74	185700325	True	True	True	ordinary	ggf_shard_023	True	uniform_member_constant	Event/Event.Weight	0.0009890899527817			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	568	204	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0385_3c15bd9d4f51f145.parquet	37ed538db48d13e4acca473a9c6774986dcf121436cd9eec5b57a993ff583f6e	3	False
386	223267186ebe55b28055e533::signal::3::ggf_shard_003	223267186ebe55b28055e533	signal	ggf_hh4b	primary_physical_signal	1000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard003_seed86003_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard003_seed86003_bundle.tar.gz		root/HH4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_cluster_3586817_shard_16003_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_cluster_3586817_shard_16003_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	bundle_adler32_size	d06ae779	185348135	True	True	True	ordinary	ggf_shard_003	True	uniform_member_constant	Event/Event.Weight	0.0009908300125971			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	564	197	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0386_bfcd189da0142b1b.parquet	fda2453aa80102903320f8fe988e1c479d1e73f9e8fb2329e7e232dc93fc4a15	3	False
