production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	generator_weight_transport_class	optimized_fold_k5	auxiliary_qcd	generated_events	broad_eligible_rows	assignment_matchable_rows	source_parquet_path	source_parquet_basename	source_parquet_sha256	source_parquet_bytes	staged_input_path	final_accounting_path	final_resolved_path	final_receipt_path	production_action	pilot_accounting_source_path	pilot_resolved_source_path	pilot_receipt_source_path
316	b4a82a790daca296e3c2df7f::background::488::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/tttt_run2_frozen_v2_waveb_scale400k_shard2207_10000evt_bundle.tar.gz	b4a82a790daca296e3c2df7f	background	tttt	primary_physical_background	uniform_member_constant	1	False	10000	9934	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0316_5db2440dddac89c0.parquet	source_0316_5db2440dddac89c0.parquet	809fffb328c7b6eac27e4f18b1be21a1d67250feb45eab3975bb037401dee223	1672938	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0316_5db2440dddac89c0.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0316_5db2440dddac89c0.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0316_5db2440dddac89c0.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0316_5db2440dddac89c0.json	stage_and_submit			
317	c1d20591c2e9ebe1f88a03fa::background::485::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_bundle.tar.gz	c1d20591c2e9ebe1f88a03fa	background	tttt	primary_physical_background	uniform_member_constant	0	False	10000	9932	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0317_8ae953985a06cba3.parquet	source_0317_8ae953985a06cba3.parquet	3705723efd1f61b891810b9fe38d81ed422e3efb1c80386e6376a90dd432b70e	1673491	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0317_8ae953985a06cba3.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0317_8ae953985a06cba3.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0317_8ae953985a06cba3.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0317_8ae953985a06cba3.json	stage_and_submit			
318	5789fcccf8be7da15e3fe6a7::background::502::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ttw_run2_frozen_v2_wavec1_scaleout_shard3404_10kevt_bundle.tar.gz	5789fcccf8be7da15e3fe6a7	background	ttw	primary_physical_background	uniform_member_constant	3	False	10000	7887	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0318_c2ee7fa1c49200f5.parquet	source_0318_c2ee7fa1c49200f5.parquet	382f8b8ddbd9071de640572849fec21a539f0e2d3e677a0a73a4608af4538c7a	1142391	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0318_c2ee7fa1c49200f5.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0318_c2ee7fa1c49200f5.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0318_c2ee7fa1c49200f5.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0318_c2ee7fa1c49200f5.json	stage_and_submit			
319	85088f1356342f7e511e9439::background::498::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_bundle.tar.gz	85088f1356342f7e511e9439	background	ttw	primary_physical_background	uniform_member_constant	4	False	10000	7881	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0319_2abaf6150c5c6447.parquet	source_0319_2abaf6150c5c6447.parquet	71d46e2088a1ac3ce86b4eaeb9e314aeda96a92d0b43b584a878e26804fdf699	1141549	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0319_2abaf6150c5c6447.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0319_2abaf6150c5c6447.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0319_2abaf6150c5c6447.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0319_2abaf6150c5c6447.json	stage_and_submit			
320	d97fa8db39d859b8ec40a988::background::501::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ttw_run2_frozen_v2_wavec1_scaleout_shard3403_10kevt_bundle.tar.gz	d97fa8db39d859b8ec40a988	background	ttw	primary_physical_background	uniform_member_constant	1	False	10000	7844	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0320_ee1d971af0fd0708.parquet	source_0320_ee1d971af0fd0708.parquet	117c7bd5b2c647ca8865711a0ab86af00f3664642c42e526fc8522a80ddfb86f	1142623	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0320_ee1d971af0fd0708.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0320_ee1d971af0fd0708.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0320_ee1d971af0fd0708.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0320_ee1d971af0fd0708.json	stage_and_submit			
321	ed8dcb86ba6f9b5013d5a8e1::background::500::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ttw_run2_frozen_v2_wavec1_scaleout_shard3402_10kevt_bundle.tar.gz	ed8dcb86ba6f9b5013d5a8e1	background	ttw	primary_physical_background	uniform_member_constant	0	False	10000	7932	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0321_3230e1e32f5b54eb.parquet	source_0321_3230e1e32f5b54eb.parquet	8a2ad94ee473119dfc1d6f1e673a8e4fcaede2a31d88ad92317d055fb7ec5653	1147547	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0321_3230e1e32f5b54eb.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0321_3230e1e32f5b54eb.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0321_3230e1e32f5b54eb.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0321_3230e1e32f5b54eb.json	stage_and_submit			
322	15a8f22a39885b3831929660::background::490::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2106_10000evt_bundle.tar.gz	15a8f22a39885b3831929660	background	ttz_zbb	primary_physical_background	uniform_member_constant	2	False	10000	9045	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0322_c6d9a0992b5b8802.parquet	source_0322_c6d9a0992b5b8802.parquet	b0a98a4a55ee0be09fe3a035b22ed5b16e500c49b26487751b735e66b2609430	1276328	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0322_c6d9a0992b5b8802.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0322_c6d9a0992b5b8802.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0322_c6d9a0992b5b8802.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0322_c6d9a0992b5b8802.json	stage_and_submit			
323	56b5a6cd136122138dbaad5c::background::491::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2107_10000evt_bundle.tar.gz	56b5a6cd136122138dbaad5c	background	ttz_zbb	primary_physical_background	uniform_member_constant	4	False	10000	9076	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0323_776a2d082bc7e837.parquet	source_0323_776a2d082bc7e837.parquet	fc85f04d6412ea69a7ac829b784c58d623107b5cb6dc62f2c2f463a5db09aca7	1273718	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0323_776a2d082bc7e837.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0323_776a2d082bc7e837.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0323_776a2d082bc7e837.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0323_776a2d082bc7e837.json	stage_and_submit			
324	bfc9c74d68ae59f0b2f11071::background::489::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_bundle.tar.gz	bfc9c74d68ae59f0b2f11071	background	ttz_zbb	primary_physical_background	uniform_member_constant	0	False	10000	9070	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0324_af3689d28b4162e5.parquet	source_0324_af3689d28b4162e5.parquet	5e8cbab0fc03e39901c0ca8b669e38b9d61964d2b3bec85d9a79eb2f67d46f2b	1275306	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0324_af3689d28b4162e5.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0324_af3689d28b4162e5.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0324_af3689d28b4162e5.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0324_af3689d28b4162e5.json	stage_and_submit			
325	69e9198af372ba0c71b23ea6::background::296::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_bundle.tar.gz	69e9198af372ba0c71b23ea6	background	tw_antitop	primary_physical_background	uniform_member_constant	3	False	10000	4689	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0325_3aa1a9803d56ac7e.parquet	source_0325_3aa1a9803d56ac7e.parquet	9a087bea87a8ed51297324b7588afaa872fed8d81cea54baa87435afa24d665d	933414	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0325_3aa1a9803d56ac7e.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0325_3aa1a9803d56ac7e.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0325_3aa1a9803d56ac7e.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0325_3aa1a9803d56ac7e.json	stage_and_submit			
326	c798755a998401d32094427d::background::295::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_bundle.tar.gz	c798755a998401d32094427d	background	tw_antitop	primary_physical_background	uniform_member_constant	2	False	10000	4668	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0326_90a6cda513c0a9a1.parquet	source_0326_90a6cda513c0a9a1.parquet	fea79049b2c96d38f8e393135ff86978fe101e81cea4c093d664dd4a32de0bea	932970	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0326_90a6cda513c0a9a1.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0326_90a6cda513c0a9a1.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0326_90a6cda513c0a9a1.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0326_90a6cda513c0a9a1.json	stage_and_submit			
327	d18c07f548a58bc07eee0e75::background::298::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4325_10kevt_bundle.tar.gz	d18c07f548a58bc07eee0e75	background	tw_antitop	primary_physical_background	uniform_member_constant	4	False	10000	4647	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0327_9fc9cd0472369b5b.parquet	source_0327_9fc9cd0472369b5b.parquet	d8d4b41fc545d6d813478348a16dd89aea3bd4880a22f0ee576224805370ed62	930514	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0327_9fc9cd0472369b5b.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0327_9fc9cd0472369b5b.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0327_9fc9cd0472369b5b.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0327_9fc9cd0472369b5b.json	stage_and_submit			
328	f42922534497e38e4ff6f397::background::297::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4324_10kevt_bundle.tar.gz	f42922534497e38e4ff6f397	background	tw_antitop	primary_physical_background	uniform_member_constant	0	False	10000	4731	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0328_b073ed4c4db3b637.parquet	source_0328_b073ed4c4db3b637.parquet	da9ef1563ad3f6dfa5cb0cc5b093aefc902cc194968d3b007f9954bfb727c4cb	934269	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0328_b073ed4c4db3b637.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0328_b073ed4c4db3b637.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0328_b073ed4c4db3b637.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0328_b073ed4c4db3b637.json	stage_and_submit			
329	2458e0e0077b4b360490aa0b::background::306::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_bundle.tar.gz	2458e0e0077b4b360490aa0b	background	tw_top	primary_physical_background	uniform_member_constant	1	False	10000	4603	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0329_55a1c489337b8c5c.parquet	source_0329_55a1c489337b8c5c.parquet	f28ea07e3fa5698f5e7fb9c48b478f09154407a13f5ff79b4a89a26d183a9dee	930489	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0329_55a1c489337b8c5c.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0329_55a1c489337b8c5c.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0329_55a1c489337b8c5c.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0329_55a1c489337b8c5c.json	stage_and_submit			
330	579707076b113398aff108cf::background::304::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4319_10kevt_bundle.tar.gz	579707076b113398aff108cf	background	tw_top	primary_physical_background	uniform_member_constant	4	False	10000	4652	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0330_9f34524426c4483d.parquet	source_0330_9f34524426c4483d.parquet	6705fe08593310197f210008617b5aa1dc2ea559fe7133cd479bc02cbbd06c39	931577	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0330_9f34524426c4483d.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0330_9f34524426c4483d.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0330_9f34524426c4483d.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0330_9f34524426c4483d.json	stage_and_submit			
331	74caf842044911f685f5c20b::background::305::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4320_10kevt_bundle.tar.gz	74caf842044911f685f5c20b	background	tw_top	primary_physical_background	uniform_member_constant	2	False	10000	4583	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0331_dab59f5f8d1ccc54.parquet	source_0331_dab59f5f8d1ccc54.parquet	35756a6ed0333657eb0af7c39a30438140b8ebc17ae9da97a9df3f97da3f44d4	929678	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0331_dab59f5f8d1ccc54.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0331_dab59f5f8d1ccc54.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0331_dab59f5f8d1ccc54.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0331_dab59f5f8d1ccc54.json	stage_and_submit			
332	e4200a8934df966fe4707b12::background::302::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_bundle.tar.gz	e4200a8934df966fe4707b12	background	tw_top	primary_physical_background	uniform_member_constant	0	False	10000	4635	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0332_b1c1737f34d06029.parquet	source_0332_b1c1737f34d06029.parquet	d89353e67099bd78542d53488728061371154f80f62f5b5c376ac4e209db886d	931183	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/staged_inputs/source_0332_b1c1737f34d06029.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0332_b1c1737f34d06029.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0332_b1c1737f34d06029.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0332_b1c1737f34d06029.json	stage_and_submit			
