member_index	category	sample_class	process_or_mode	frozen_stratum	fold	rows	development_weight_sum	status
454	high_mhh	background	ttbar_inclusive	ttbar	3	14	19.9048611111	pass
455	low_mhh	background	ttbar_inclusive	ttbar	4	36	45.7388297872	pass
455	high_mhh	background	ttbar_inclusive	ttbar	4	11	13.9757535461	pass
456	low_mhh	background	ttbar_inclusive	ttbar	2	20	36.1906565657	pass
456	high_mhh	background	ttbar_inclusive	ttbar	2	13	23.5239267677	pass
457	low_mhh	background	ttbar_inclusive	ttbar	4	12	39.8097222222	pass
457	high_mhh	background	ttbar_inclusive	ttbar	4	6	19.9048611111	pass
458	low_mhh	background	ttbar_inclusive	ttbar	3	20	38.5255376344	pass
458	high_mhh	background	ttbar_inclusive	ttbar	3	11	21.1890456989	pass
459	low_mhh	background	ttbar_inclusive	ttbar	4	20	36.1906565657	pass
459	high_mhh	background	ttbar_inclusive	ttbar	4	13	23.5239267677	pass
460	low_mhh	background	ttbar_inclusive	ttbar	2	18	32.5715909091	pass
460	high_mhh	background	ttbar_inclusive	ttbar	2	15	27.1429924242	pass
461	low_mhh	background	ttbar_inclusive	ttbar	0	22	38.6388480392	pass
461	high_mhh	background	ttbar_inclusive	ttbar	0	12	21.0757352941	pass
462	low_mhh	background	ttbar_inclusive	ttbar	4	21	36.8825367647	pass
462	high_mhh	background	ttbar_inclusive	ttbar	4	13	22.8320465686	pass
463	low_mhh	background	ttbar_inclusive	ttbar	0	15	37.3216145833	pass
463	high_mhh	background	ttbar_inclusive	ttbar	0	9	22.39296875	pass
464	low_mhh	background	ttbar_inclusive	ttbar	1	19	32.4164880952	pass
464	high_mhh	background	ttbar_inclusive	ttbar	1	16	27.2980952381	pass
465	low_mhh	background	ttbar_inclusive	ttbar	0	23	49.051264881	pass
465	high_mhh	background	ttbar_inclusive	ttbar	0	5	10.6633184524	pass
466	low_mhh	background	ttbar_inclusive	ttbar	4	18	29.8572916667	pass
466	high_mhh	background	ttbar_inclusive	ttbar	4	18	29.8572916667	pass
467	low_mhh	background	ttbar_inclusive	ttbar	0	22	36.4922453704	pass
467	high_mhh	background	ttbar_inclusive	ttbar	0	14	23.222337963	pass
468	low_mhh	background	ttbar_inclusive	ttbar	4	18	35.82875	pass
468	high_mhh	background	ttbar_inclusive	ttbar	4	12	23.8858333333	pass
469	low_mhh	background	ttbar_inclusive	ttbar	1	26	40.8573464912	pass
469	high_mhh	background	ttbar_inclusive	ttbar	1	12	18.8572368421	pass
470	low_mhh	background	ttbar_inclusive	ttbar	0	18	39.8097222222	pass
470	high_mhh	background	ttbar_inclusive	ttbar	0	9	19.9048611111	pass
471	low_mhh	background	ttbar_inclusive	ttbar	3	22	41.0537760417	pass
471	high_mhh	background	ttbar_inclusive	ttbar	3	10	18.6608072917	pass
472	low_mhh	background	ttbar_inclusive	ttbar	3	18	35.82875	pass
472	high_mhh	background	ttbar_inclusive	ttbar	3	12	23.8858333333	pass
473	low_mhh	background	ttbar_inclusive	ttbar	0	22	41.0537760417	pass
473	high_mhh	background	ttbar_inclusive	ttbar	0	10	18.6608072917	pass
474	low_mhh	background	ttbar_inclusive	ttbar	1	23	37.1198761261	pass
474	high_mhh	background	ttbar_inclusive	ttbar	1	14	22.5947072072	pass
475	low_mhh	background	ttbar_inclusive	ttbar	2	13	28.7514660494	pass
475	high_mhh	background	ttbar_inclusive	ttbar	2	14	30.963117284	pass
476	low_mhh	background	ttbar_inclusive	ttbar	3	21	35.82875	pass
476	high_mhh	background	ttbar_inclusive	ttbar	3	14	23.8858333333	pass
477	low_mhh	background	ttbar_inclusive	ttbar	2	16	34.1226190476	pass
477	high_mhh	background	ttbar_inclusive	ttbar	2	12	25.5919642857	pass
478	low_mhh	background	ttbar_inclusive	ttbar	1	19	34.3811237374	pass
478	high_mhh	background	ttbar_inclusive	ttbar	1	14	25.333459596	pass
479	low_mhh	background	ttbar_inclusive	ttbar	0	22	34.5716008772	pass
479	high_mhh	background	ttbar_inclusive	ttbar	0	16	25.1429824561	pass
480	low_mhh	background	ttbar_inclusive	ttbar	4	28	47.7716666667	pass
480	high_mhh	background	ttbar_inclusive	ttbar	4	7	11.9429166667	pass
481	low_mhh	background	ttbar_inclusive	ttbar	2	13	33.7517210145	pass
481	high_mhh	background	ttbar_inclusive	ttbar	2	10	25.9628623188	pass
482	low_mhh	background	ttbar_inclusive	ttbar	4	20	37.3216145833	pass
482	high_mhh	background	ttbar_inclusive	ttbar	4	12	22.39296875	pass
483	low_mhh	background	ttbar_inclusive	ttbar	1	21	46.4446759259	pass
483	high_mhh	background	ttbar_inclusive	ttbar	1	6	13.2699074074	pass
484	low_mhh	background	ttbar_inclusive	ttbar	1	22	38.6388480392	pass
484	high_mhh	background	ttbar_inclusive	ttbar	1	12	21.0757352941	pass
485	low_mhh	background	ttbar_inclusive	ttbar	0	19	37.8192361111	pass
485	high_mhh	background	ttbar_inclusive	ttbar	0	11	21.8953472222	pass
486	low_mhh	background	ttbar_inclusive	ttbar	3	28	49.1767156863	pass
486	high_mhh	background	ttbar_inclusive	ttbar	3	6	10.5378676471	pass
487	low_mhh	background	ttbar_inclusive	ttbar	2	20	39.8097222222	pass
487	high_mhh	background	ttbar_inclusive	ttbar	2	10	19.9048611111	pass
488	low_mhh	background	ttbar_inclusive	ttbar	1	17	36.2552827381	pass
488	high_mhh	background	ttbar_inclusive	ttbar	1	11	23.4593005952	pass
489	low_mhh	background	ttbar_inclusive	ttbar	1	15	38.9442934783	pass
489	high_mhh	background	ttbar_inclusive	ttbar	1	8	20.7702898551	pass
490	low_mhh	background	ttbar_inclusive	ttbar	4	20	41.1824712644	pass
490	high_mhh	background	ttbar_inclusive	ttbar	4	9	18.532112069	pass
491	low_mhh	background	ttbar_inclusive	ttbar	3	15	35.82875	pass
491	high_mhh	background	ttbar_inclusive	ttbar	3	10	23.8858333333	pass
492	low_mhh	background	ttbar_inclusive	ttbar	4	22	48.6563271605	pass
492	high_mhh	background	ttbar_inclusive	ttbar	4	5	11.0582561728	pass
493	low_mhh	background	ttbar_inclusive	ttbar	0	23	44.3043682796	pass
493	high_mhh	background	ttbar_inclusive	ttbar	0	8	15.4102150538	pass
494	low_mhh	background	ttbar_inclusive	ttbar	2	18	34.672983871	pass
494	high_mhh	background	ttbar_inclusive	ttbar	2	13	25.0415994624	pass
495	low_mhh	background	ttbar_inclusive	ttbar	3	26	40.8573464912	pass
495	high_mhh	background	ttbar_inclusive	ttbar	3	12	18.8572368421	pass
496	low_mhh	background	ttbar_inclusive	ttbar	1	27	40.30734375	pass
496	high_mhh	background	ttbar_inclusive	ttbar	1	13	19.4072395833	pass
497	low_mhh	background	ttbar_inclusive	ttbar	1	19	37.8192361111	pass
497	high_mhh	background	ttbar_inclusive	ttbar	1	11	21.8953472222	pass
498	low_mhh	background	ttbar_inclusive	ttbar	0	22	38.6388480392	pass
498	high_mhh	background	ttbar_inclusive	ttbar	0	12	21.0757352941	pass
499	low_mhh	background	ttbar_inclusive	ttbar	1	22	42.3780913978	pass
499	high_mhh	background	ttbar_inclusive	ttbar	1	9	17.3364919355	pass
500	low_mhh	background	ttbar_inclusive	ttbar	2	25	42.6532738095	pass
500	high_mhh	background	ttbar_inclusive	ttbar	2	10	17.0613095238	pass
501	low_mhh	background	ttbar_inclusive	ttbar	4	28	44.0002192982	pass
501	high_mhh	background	ttbar_inclusive	ttbar	4	10	15.7143640351	pass
502	low_mhh	background	ttbar_inclusive	ttbar	3	13	26.7686063218	pass
502	high_mhh	background	ttbar_inclusive	ttbar	3	16	32.9459770115	pass
518	low_mhh	background	zbbbb	zbbbb	3	229	130.649422771	pass
518	high_mhh	background	zbbbb	zbbbb	3	85	48.4943272293	pass
519	low_mhh	background	zbbbb	zbbbb	0	217	131.776927966	pass
519	high_mhh	background	zbbbb	zbbbb	0	78	47.3668220339	pass
520	low_mhh	background	zbbbb	zbbbb	1	220	130.502069536	pass
520	high_mhh	background	zbbbb	zbbbb	1	82	48.6416804636	pass
521	low_mhh	background	zbbbb	zbbbb	3	208	135.006884058	pass
521	high_mhh	background	zbbbb	zbbbb	3	68	44.136865942	pass
522	low_mhh	background	zbbbb	zbbbb	2	226	134.50660299	pass
522	high_mhh	background	zbbbb	zbbbb	2	75	44.63714701	pass
523	low_mhh	background	zbbbb	zbbbb	4	223	126.421064082	pass
523	high_mhh	background	zbbbb	zbbbb	4	93	52.7226859177	pass
524	low_mhh	background	zbbbb	zbbbb	2	192	131.280916031	pass
524	high_mhh	background	zbbbb	zbbbb	2	70	47.8628339695	pass
525	low_mhh	background	zbbbb	zbbbb	1	212	125.34150165	pass
525	high_mhh	background	zbbbb	zbbbb	1	91	53.8022483498	pass
526	low_mhh	background	zbbbb	zbbbb	1	195	128.430261949	pass
526	high_mhh	background	zbbbb	zbbbb	1	77	50.7134880515	pass
527	low_mhh	background	zbbbb	zbbbb	2	218	127.209568404	pass
527	high_mhh	background	zbbbb	zbbbb	2	89	51.9341815961	pass
528	low_mhh	background	zbbbb	zbbbb	2	217	133.130800514	pass
528	high_mhh	background	zbbbb	zbbbb	2	75	46.0129494863	pass
529	low_mhh	background	zbbbb	zbbbb	4	221	134.205995763	pass
529	high_mhh	background	zbbbb	zbbbb	4	74	44.9377542373	pass
530	low_mhh	background	zbbbb	zbbbb	1	229	139.537138605	pass
530	high_mhh	background	zbbbb	zbbbb	1	65	39.6066113946	pass
531	low_mhh	background	zbbbb	zbbbb	4	209	135.655955616	pass
531	high_mhh	background	zbbbb	zbbbb	4	67	43.4877943841	pass
532	low_mhh	background	zbbbb	zbbbb	3	203	130.344735663	pass
532	high_mhh	background	zbbbb	zbbbb	3	76	48.7990143369	pass
533	low_mhh	background	zbbbb	zbbbb	0	220	136.845920139	pass
533	high_mhh	background	zbbbb	zbbbb	0	68	42.2978298611	pass
534	low_mhh	background	zbbbb	zbbbb	0	228	130.078901274	pass
534	high_mhh	background	zbbbb	zbbbb	0	86	49.0648487261	pass
535	low_mhh	background	zbbbb	zbbbb	4	210	132.000657895	pass
535	high_mhh	background	zbbbb	zbbbb	4	75	47.1430921053	pass
536	low_mhh	background	zbbbb	zbbbb	0	185	120.954721715	pass
536	high_mhh	background	zbbbb	zbbbb	0	89	58.1890282847	pass
537	low_mhh	background	zbbbb	zbbbb	3	220	131.372083333	pass
537	high_mhh	background	zbbbb	zbbbb	3	80	47.7716666667	pass
543	low_mhh	background	tth_hbb	top_associated	1	755	151.672028315	pass
543	high_mhh	background	tth_hbb	top_associated	1	434	87.1863050182	pass
544	low_mhh	background	tth_hbb	top_associated	4	824	157.960888175	pass
544	high_mhh	background	tth_hbb	top_associated	4	422	80.8974451578	pass
545	low_mhh	background	tth_hbb	top_associated	4	747	146.012418167	pass
545	high_mhh	background	tth_hbb	top_associated	4	475	92.8459151664	pass
547	low_mhh	background	tttt	top_associated	1	635	81.8537731606	pass
547	high_mhh	background	tttt	top_associated	1	1218	157.004560173	pass
548	low_mhh	background	tttt	top_associated	3	670	79.3824818122	pass
548	high_mhh	background	tttt	top_associated	3	1346	159.475851521	pass
549	low_mhh	background	tttt	top_associated	2	679	82.6208906436	pass
549	high_mhh	background	tttt	top_associated	2	1284	156.23744269	pass
550	low_mhh	background	tttt	top_associated	0	660	81.5131851086	pass
550	high_mhh	background	tttt	top_associated	0	1274	157.345148225	pass
551	low_mhh	background	ttz_zbb	top_associated	2	613	136.585968595	pass
551	high_mhh	background	ttz_zbb	top_associated	2	459	102.272364739	pass
552	low_mhh	background	ttz_zbb	top_associated	3	584	136.892312725	pass
552	high_mhh	background	ttz_zbb	top_associated	3	435	101.966020608	pass
553	low_mhh	background	ttz_zbb	top_associated	0	586	129.84321274	pass
553	high_mhh	background	ttz_zbb	top_associated	0	492	109.015120594	pass
555	low_mhh	background	vbf_hbb	single_higgs	3	4	97.4931972789	pass
555	high_mhh	background	vbf_hbb	single_higgs	3	3	73.1198979592	pass
556	low_mhh	background	vbf_hbb	single_higgs	3	2	85.306547619	pass
556	high_mhh	background	vbf_hbb	single_higgs	3	2	85.306547619	pass
557	low_mhh	background	vbf_hbb	single_higgs	3	4	85.306547619	pass
557	high_mhh	background	vbf_hbb	single_higgs	3	4	85.306547619	pass
558	low_mhh	background	vbf_hbb	single_higgs	3	2	68.2452380952	pass
558	high_mhh	background	vbf_hbb	single_higgs	3	3	102.367857143	pass
560	low_mhh	background	ttw	top_associated	4	36	179.14375	pass
560	high_mhh	background	ttw	top_associated	4	12	59.7145833333	pass
561	low_mhh	background	ttw	top_associated	4	37	135.965512821	pass
561	high_mhh	background	ttw	top_associated	4	28	102.892820513	pass
562	low_mhh	background	ttw	top_associated	4	35	152.000757576	pass
562	high_mhh	background	ttw	top_associated	4	20	86.8575757576	pass
563	low_mhh	background	ttw	top_associated	4	38	129.665952381	pass
563	high_mhh	background	ttw	top_associated	4	32	109.192380952	pass
564	low_mhh	background	ttw	top_associated	4	37	149.792514124	pass
564	high_mhh	background	ttw	top_associated	4	22	89.065819209	pass
566	low_mhh	background	wh_hbb	single_higgs	3	3	102.367857143	pass
566	high_mhh	background	wh_hbb	single_higgs	3	2	68.2452380952	pass
567	low_mhh	background	wh_hbb	single_higgs	3	4	97.4931972789	pass
567	high_mhh	background	wh_hbb	single_higgs	3	3	73.1198979592	pass
568	low_mhh	background	wh_hbb	single_higgs	3	5	94.7850529101	pass
568	high_mhh	background	wh_hbb	single_higgs	3	4	75.828042328	pass
569	low_mhh	background	wh_hbb	single_higgs	3	7	132.699074074	pass
569	high_mhh	background	wh_hbb	single_higgs	3	2	37.914021164	pass
570	low_mhh	background	wh_hbb	single_higgs	3	1	56.871031746	pass
570	high_mhh	background	wh_hbb	single_higgs	3	2	113.742063492	pass
572	low_mhh	background	ww	diboson	4	0	0	pass
572	high_mhh	background	ww	diboson	4	0	0	pass
573	low_mhh	background	ww	diboson	4	0	0	pass
573	high_mhh	background	ww	diboson	4	0	0	pass
574	low_mhh	background	ww	diboson	3	0	0	pass
574	high_mhh	background	ww	diboson	3	0	0	pass
576	low_mhh	background	wz_zbb	diboson	0	1	447.859375	pass
576	high_mhh	background	wz_zbb	diboson	0	1	447.859375	pass
577	low_mhh	background	wz_zbb	diboson	1	1	447.859375	pass
577	high_mhh	background	wz_zbb	diboson	1	1	447.859375	pass
578	low_mhh	background	wz_zbb	diboson	3	0	0	pass
578	high_mhh	background	wz_zbb	diboson	3	1	895.71875	pass
579	low_mhh	background	wz_zbb	diboson	2	1	447.859375	pass
579	high_mhh	background	wz_zbb	diboson	2	1	447.859375	pass
580	low_mhh	background	wz_zbb	diboson	0	0	0	pass
580	high_mhh	background	wz_zbb	diboson	0	0	0	pass
