sample_class	process_or_mode	campaign	artifact_type	requirement	purpose	recovered	artifact_path	sha256	review_status
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
