sample_class	process_or_mode	campaign	artifact_type	blocking_reason	resolved
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
