member_index	sample_class	training_target	process_or_mode	stratum_type	stratum	candidate_rows	fold	assignment_algorithm	grouping_key	status
535	background	0	zbbbb	background_family	zbbbb	285	4	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
536	background	0	zbbbb	background_family	zbbbb	274	0	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
537	background	0	zbbbb	background_family	zbbbb	300	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
543	background	0	tth_hbb	background_family	top_associated	1189	1	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
544	background	0	tth_hbb	background_family	top_associated	1246	4	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
545	background	0	tth_hbb	background_family	top_associated	1222	4	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
547	background	0	tttt	background_family	top_associated	1853	1	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
548	background	0	tttt	background_family	top_associated	2016	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
549	background	0	tttt	background_family	top_associated	1963	2	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
550	background	0	tttt	background_family	top_associated	1934	0	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
551	background	0	ttz_zbb	background_family	top_associated	1072	2	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
552	background	0	ttz_zbb	background_family	top_associated	1019	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
553	background	0	ttz_zbb	background_family	top_associated	1078	0	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
555	background	0	vbf_hbb	background_family	single_higgs	7	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
556	background	0	vbf_hbb	background_family	single_higgs	4	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
557	background	0	vbf_hbb	background_family	single_higgs	8	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
558	background	0	vbf_hbb	background_family	single_higgs	5	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
560	background	0	ttw	background_family	top_associated	48	4	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
561	background	0	ttw	background_family	top_associated	65	4	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
562	background	0	ttw	background_family	top_associated	55	4	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
563	background	0	ttw	background_family	top_associated	70	4	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
564	background	0	ttw	background_family	top_associated	59	4	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
566	background	0	wh_hbb	background_family	single_higgs	5	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
567	background	0	wh_hbb	background_family	single_higgs	7	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
568	background	0	wh_hbb	background_family	single_higgs	9	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
569	background	0	wh_hbb	background_family	single_higgs	9	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
570	background	0	wh_hbb	background_family	single_higgs	3	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
572	background	0	ww	background_family	diboson	0	4	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
573	background	0	ww	background_family	diboson	0	4	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
574	background	0	ww	background_family	diboson	0	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
576	background	0	wz_zbb	background_family	diboson	2	0	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
577	background	0	wz_zbb	background_family	diboson	2	1	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
578	background	0	wz_zbb	background_family	diboson	1	3	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
579	background	0	wz_zbb	background_family	diboson	2	2	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
580	background	0	wz_zbb	background_family	diboson	0	0	deterministic_stratum_greedy_largest_candidate_count_first_v1	member_index	pass
